英単語,日本語意味,英語意味
rail,レール,a barrier consisting of a horizontal bar and supports
rain,雨,water falling in drops from vapor condensed in the atmosphere
raise,レイズ,the amount a salary is increased
range,範囲,an area in which something acts or operates or has power or control:
rank,順位,a row or line of people (especially soldiers or police) standing abreast of one another
rapid,急速,a part of a river where the current is very fast
rapidly,すばやく,with rapid movements
rare,レア,not widely known; especially valued for its uncommonness
rarely,めったにありません,not often
rate,割合,a magnitude or frequency relative to a time unit
rather,かなり,on the contrary
rating,格付け,an appraisal of the value of something
ratio,比,the relative magnitudes of two quantities (usually expressed as a quotient)
raw,生,informal terms for nakedness
reach,リーチ,the limits within which something can be effective
react,反応します,show a response or a reaction to something
reaction,反応,(chemistry) a process in which one or more substances are changed into others
read,読んだ,something that is read
reader,読者,a person who enjoys reading
reading,読書,the cognitive process of understanding a written linguistic message
ready,準備ができて,poised for action
real,リアル,any rational or irrational number
reality,現実,all of your experiences that determine how things appear to you
realize,気付く,be fully aware or cognizant of
really,本当に,in accordance with truth or fact or reality
reason,理由,a rational motive for a belief or action
reasonable,合理的,showing reason or sound judgment
recall,想起,a request by the manufacturer of a defective product to return the product (as for replacement or repair)
receive,受け取ります,get something; come into possession of
recent,最近,"approximately the last 10,000 years"
recently,最近,in the recent past
recipe,レシピ,directions for making something
recognition,認識,the state or quality of being recognized or acknowledged
recognize,認めます,accept (someone) to be what is claimed or accept his power and authority
recommend,推薦します,push for something
