英単語,日本語意味,英語意味
recruit,リクルート,a recently enlisted soldier
rectangular,長方形の,having four right angles
redo,やり直し,make new
redundant,余剰,"more than is needed, desired, or required"
reed,葦,tall woody perennial grasses with hollow slender stems especially of the genera Arundo and Phragmites
reference,参照,a remark that calls attention to something or someone
referent,参照先,something referred to; the object of a reference
refinery,精錬所,an industrial plant for purifying a crude substance
reflective,反射,deeply or seriously thoughtful
reform,改革,a change for the better as a result of correcting abuses
refrain,リフレイン,the part of a song where a soloist is joined by a group of singers
refresh,リフレッシュ,refresh one's memory
refuge,避難,a safe place
refugee,難民,an exile who flees for safety
refute,反駁します,"overthrow by argument, evidence, or proof"
regard,について,(usually preceded by `in') a detail or point
regardless,かかわらず、,(usually followed by `of') without due thought or consideration
reggae,レゲエ,popular music originating in the West Indies; repetitive bass riffs and regular chords played on the off beat by a guitar
regime,領域,the organization that is the governing authority of a political unit
regret,後悔,sadness associated with some wrong done or some disappointment
regrettably,残念,by bad luck
regulate,規制します,"fix or adjust the time, amount, degree, or rate of"
rehearsal,リハーサル,a practice session in preparation for a public performance (as of a play or speech or concert)
reinforce,強化する,make stronger
reinforcement,強化,a military operation (often involving new supplies of men and materiel) to strengthen a military force or aid in the performance of its mission
rejection,拒絶,the act of rejecting something
rejoin,再結合,join again
related,関連,make a logical or causal connection
relativity,相対性理論,(physics) the theory that space and time are relative concepts rather than absolute concepts
relaxation,くつろぎ,(physiology) the gradual lengthening of inactive muscle or muscle fibers
relay,リレー,the act of passing something along from one person or group to another
relevant,関連しました,having a bearing on or connection with the subject at issue
relic,遺物,an antiquity that has survived from the distant past
relief,救済,the feeling that comes when something burdensome is removed or reduced
relieve,緩和する,"provide physical relief, as from pain"
relieved,ほっと,"provide physical relief, as from pain"
reluctant,消極的,unwillingness to do something contrary to your custom
remaining,残り,stay the same; remain in a certain state
remains,遺体,any object that is left unused or still extant
remark,リマーク,a statement that expresses a personal opinion or belief or adds information
remarkably,著しく,to a remarkable degree or extent
reminder,リマインダー,a message that helps you remember something
rental,レンタル,property that is leased or rented out or let
reorganize,再編成,organize anew
repaint,再描画,paint again
repertoire,レパートリー,the entire range of skills or aptitudes or devices used in a particular field or occupation
repetition,繰り返し,an event that repeats
replacement,置換,the act of furnishing an equivalent person or thing in the place of another
replica,レプリカ,copy that is not the original; something that has been copied
repress,抑制,put down by force or intimidation
repression,弾圧,a state of forcible subjugation
reprint,再版,a publication (such as a book) that is reprinted without changes or editing and offered again for sale
reprove,たしなめます,take to task
research,研究,systematic investigation to establish facts
residence,レジデンス,any address at which you dwell more than temporarily
resident,居住者,someone who lives at a particular place for a prolonged period or who was born there
resign,辞職します,"leave (a job, post, or position) voluntarily"
resignation,辞任,acceptance of despair
resistance,抵抗,the action of opposing something that you disapprove or disagree with
